ID,Nome,Idade,Setor,Cidade,CPF,RG,Formacao,Tempo_Empresa_Meses,Data_Aniversario,Funcao_Atual,Data_Admissao,Status
1903,Funcionário 1903,23,Vendas,Manaus,231.582.863-51,3345814-9,MBA,32,2001-05-01,Vendedor,2022-04-05,Ativo
1904,Funcionário 1904,59,Suporte,Joinville,662.991.721-93,3198183-0,Mestrado,3,1965-05-06,Coordenador de Suporte,2024-09-21,Ativo
1905,Funcionário 1905,54,Inovação,São Paulo,416.782.153-25,8966477-0,MBA,24,1970-07-13,Product Manager,2022-12-27,Ativo
1906,Funcionário 1906,55,Atendimento,Salvador,632.503.139-39,7011139-0,Mestrado,25,1969-09-02,Analista de Atendimento,2022-11-18,Ativo
1907,Funcionário 1907,28,Atendimento,Vitória,220.619.019-21,4786498-7,Graduação,19,1996-11-08,Supervisor de Atendimento,2023-05-06,Ativo
1908,Funcionário 1908,50,Atendimento,Natal,971.900.002-32,4090461-5,Ensino Médio,12,1974-07-04,Analista de Atendimento,2023-12-01,Ativo
1909,Funcionário 1909,57,Atendimento,Natal,647.185.594-05,3392875-3,MBA,35,1967-12-15,Supervisor de Atendimento,2022-01-06,Ativo
1910,Funcionário 1910,48,Vendas,Fortaleza,045.323.167-58,6561607-6,Pós-graduação,4,1976-09-25,Gerente de Vendas,2024-08-11,Desligado
1911,Funcionário 1911,39,Gente & Gestão,Recife,474.370.194-50,2751710-1,Ensino Médio,12,1985-04-22,Especialista em Folha,2023-12-24,Ativo
1912,Funcionário 1912,56,Marketing,Joinville,776.665.052-56,3097514-0,Mestrado,4,1968-11-25,Especialista em SEO,2024-08-22,Ativo
1913,Funcionário 1913,43,Suporte,Goiânia,928.157.806-90,3215354-3,MBA,30,1981-12-20,Coordenador de Suporte,2022-06-01,Desligado
1914,Funcionário 1914,32,Tecnologia,Natal,116.787.067-01,3536188-3,Doutorado,7,1992-04-11,DevOps,2024-05-25,Ativo
1915,Funcionário 1915,51,Inovação,Florianópolis,718.592.126-03,7167879-6,Pós-graduação,1,1973-12-10,Innovation Lead,2024-11-24,Ativo
1916,Funcionário 1916,52,Produto,Porto Alegre,371.142.943-28,5107753-7,MBA,34,1972-01-01,Analista de Produto,2022-02-14,Ativo
1917,Funcionário 1917,50,Comercial,Fortaleza,539.892.313-75,9425599-6,Tecnólogo,26,1974-05-14,Analista Comercial,2022-10-21,Ativo
1918,Funcionário 1918,23,Financeiro,Vitória,693.278.417-35,2200885-5,Pós-graduação,22,2001-11-16,Gerente Financeiro,2023-02-18,Ativo
1919,Funcionário 1919,43,Comercial,Belo Horizonte,382.011.406-80,5912991-2,Doutorado,12,1981-03-23,Gerente Comercial,2023-12-25,Ativo
1920,Funcionário 1920,47,Suporte,Fortaleza,673.512.724-25,5175968-7,Pós-graduação,14,1977-06-08,Técnico de Suporte,2023-10-10,Ativo
1921,Funcionário 1921,29,Produto,Porto Alegre,565.697.648-37,3680038-2,Tecnólogo,6,1995-09-10,Analista de Produto,2024-06-22,Ativo
1922,Funcionário 1922,35,Operações,Recife,494.510.462-08,8026409-5,Graduação,14,1989-01-14,Analista de Operações,2023-10-07,Ativo
1923,Funcionário 1923,56,Produto,Vitória,685.120.627-70,4882500-5,Pós-graduação,7,1968-12-16,Analista de Produto,2024-05-05,Ativo
1924,Funcionário 1924,35,Marketing,Manaus,097.934.421-23,7228508-0,Graduação,27,1989-10-04,Gerente de Marketing,2022-09-26,Ativo
1925,Funcionário 1925,46,Gente & Gestão,Recife,223.477.804-25,3297477-5,Graduação,12,1978-08-24,Gerente de RH,2023-12-08,Ativo
1926,Funcionário 1926,40,Operações,Porto Alegre,184.070.339-36,3416225-3,Pós-graduação,0,1984-03-03,Gerente de Operações,2024-12-20,Ativo
1927,Funcionário 1927,53,Comercial,Rio de Janeiro,372.094.516-25,1197144-6,MBA,3,1971-07-25,Vendedor,2024-09-26,Ativo
1928,Funcionário 1928,25,Qualidade,Goiânia,363.286.301-66,1454102-0,Ensino Médio,31,1999-03-26,Analista de Qualidade,2022-05-18,Ativo
1929,Funcionário 1929,56,Gente & Gestão,Porto Alegre,848.426.483-17,7392549-0,Tecnólogo,22,1968-04-14,Recrutador,2023-02-24,Ativo
1930,Funcionário 1930,54,Marketing,Florianópolis,828.967.136-97,5798959-6,Ensino Médio,35,1970-06-21,Analista de Marketing,2022-01-18,Ativo
1931,Funcionário 1931,52,Comercial,Belo Horizonte,920.856.490-84,7200711-1,Mestrado,28,1972-04-05,Executivo de Contas,2022-08-21,Ativo
1932,Funcionário 1932,24,Qualidade,Joinville,935.001.154-97,9901929-0,Pós-graduação,9,2000-02-16,Analista de Qualidade,2024-03-12,Ativo
1933,Funcionário 1933,23,Comercial,Vitória,803.889.044-29,5059923-1,Doutorado,31,2001-01-10,Vendedor,2022-05-20,Desligado
1934,Funcionário 1934,38,Inovação,Goiânia,566.851.353-01,9641131-3,Pós-graduação,0,1986-11-21,Product Manager,2024-12-05,Desligado
1935,Funcionário 1935,51,Tecnologia,Natal,747.558.030-04,6331147-6,Mestrado,35,1973-02-13,Analista de Sistemas,2022-01-25,Ativo
1936,Funcionário 1936,45,Operações,Fortaleza,471.778.401-41,2723145-6,Tecnólogo,33,1979-03-15,Gerente de Operações,2022-03-18,Ativo
1937,Funcionário 1937,58,Marketing,Brasília,988.371.611-74,9679845-6,Mestrado,11,1966-09-13,Especialista em SEO,2024-01-20,Ativo
1938,Funcionário 1938,36,Produto,Belo Horizonte,119.976.759-00,7942801-1,Mestrado,0,1988-04-22,Product Manager,2024-12-03,Ativo
1939,Funcionário 1939,39,Qualidade,Manaus,705.058.353-71,6834738-6,Ensino Médio,18,1985-06-21,Auditor,2023-06-08,Ativo
1940,Funcionário 1940,49,Marketing,Manaus,572.853.533-02,7713901-2,Doutorado,1,1975-03-10,Gerente de Marketing,2024-11-08,Ativo
1941,Funcionário 1941,42,Comercial,Fortaleza,177.580.158-67,4489954-0,Mestrado,17,1982-07-14,Executivo de Contas,2023-07-03,Ativo
1942,Funcionário 1942,56,Financeiro,Belém,302.853.272-75,4724182-4,Tecnólogo,3,1968-07-14,Gerente Financeiro,2024-09-07,Ativo
1943,Funcionário 1943,39,Comercial,Manaus,515.025.285-92,1074124-8,Tecnólogo,15,1985-07-04,Executivo de Contas,2023-09-07,Ativo
1944,Funcionário 1944,29,Financeiro,Fortaleza,730.897.207-01,3800406-7,Pós-graduação,20,1995-09-28,Analista Financeiro,2023-04-04,Ativo
1945,Funcionário 1945,54,Tecnologia,Curitiba,777.118.425-11,9454950-6,Mestrado,27,1970-12-24,Arquiteto,2022-09-20,Ativo
1946,Funcionário 1946,58,Comercial,Rio de Janeiro,309.007.121-55,3362438-3,Doutorado,32,1966-03-23,Analista Comercial,2022-04-09,Ativo
1947,Funcionário 1947,49,Inovação,Goiânia,447.305.777-10,8167112-1,Doutorado,29,1975-10-27,Innovation Lead,2022-07-12,Ativo
1948,Funcionário 1948,35,Gente & Gestão,Curitiba,997.165.965-45,5965982-0,Mestrado,9,1989-07-25,Especialista em Folha,2024-03-27,Ativo
1949,Funcionário 1949,39,Qualidade,Natal,996.833.440-54,3709132-4,Ensino Médio,34,1985-10-23,Auditor,2022-02-05,Ativo
1950,Funcionário 1950,59,Qualidade,Porto Alegre,265.379.322-97,5091581-9,Graduação,30,1965-10-03,Auditor,2022-06-30,Ativo
1951,Funcionário 1951,41,Suporte,Natal,070.547.360-01,2917457-1,Pós-graduação,28,1983-06-16,Coordenador de Suporte,2022-08-22,Ativo
1952,Funcionário 1952,24,Inovação,Rio de Janeiro,501.016.260-10,6849360-8,Doutorado,33,2000-09-02,Analista de Inovação,2022-03-04,Desligado
1953,Funcionário 1953,28,Comercial,Recife,934.759.783-00,4473152-5,Graduação,21,1996-06-10,Executivo de Contas,2023-03-28,Ativo
1954,Funcionário 1954,30,Suporte,Curitiba,719.214.967-54,9478488-6,Ensino Médio,29,1994-05-13,Analista de Suporte,2022-07-06,Ativo
1955,Funcionário 1955,46,Financeiro,Goiânia,643.203.172-97,9698108-2,Pós-graduação,8,1978-07-12,Analista Financeiro,2024-04-14,Desligado
1956,Funcionário 1956,40,Inovação,Rio de Janeiro,468.549.272-26,3369785-0,Doutorado,16,1984-01-02,Innovation Lead,2023-08-18,Ativo
1957,Funcionário 1957,31,Financeiro,Florianópolis,860.146.051-85,4497571-2,Graduação,34,1993-09-25,Controller,2022-02-19,Ativo
1958,Funcionário 1958,49,Gente & Gestão,Fortaleza,716.303.356-73,4368402-0,Doutorado,21,1975-07-20,Recrutador,2023-03-21,Ativo
1959,Funcionário 1959,54,Atendimento,Florianópolis,100.090.899-26,2911898-0,Mestrado,20,1970-02-18,Analista de Atendimento,2023-04-26,Ativo
1960,Funcionário 1960,24,Gente & Gestão,Salvador,480.283.541-81,1848463-9,Tecnólogo,13,2000-09-20,Gerente de RH,2023-11-18,Ativo
1961,Funcionário 1961,23,Qualidade,Belo Horizonte,304.376.613-00,1414943-8,Mestrado,7,2001-07-06,Auditor,2024-05-05,Ativo
1962,Funcionário 1962,50,Produto,Goiânia,122.681.594-42,1062845-5,Tecnólogo,5,1974-12-09,Product Manager,2024-07-28,Ativo
1963,Funcionário 1963,23,Tecnologia,Recife,311.058.330-54,9453001-4,Tecnólogo,6,2001-08-07,DevOps,2024-06-05,Ativo
1964,Funcionário 1964,29,Gente & Gestão,Belo Horizonte,218.914.269-58,6972324-0,Pós-graduação,20,1995-08-14,Analista de RH,2023-04-22,Ativo
1965,Funcionário 1965,27,Qualidade,Vitória,167.671.877-04,4636360-6,MBA,9,1997-03-22,Auditor,2024-03-26,Ativo
1966,Funcionário 1966,53,Produto,São Paulo,368.850.162-41,4088273-6,Graduação,5,1971-07-06,Product Manager,2024-07-30,Ativo
1967,Funcionário 1967,53,Gente & Gestão,São Paulo,667.880.937-84,6450324-2,Mestrado,9,1971-02-13,Especialista em Folha,2024-03-24,Ativo
1968,Funcionário 1968,55,Vendas,Brasília,289.890.749-91,3274639-5,Doutorado,19,1969-06-19,Coordenador de Vendas,2023-05-11,Ativo
1969,Funcionário 1969,28,Gente & Gestão,Belo Horizonte,597.772.659-72,4153461-8,Pós-graduação,2,1996-07-10,Recrutador,2024-10-12,Desligado
1970,Funcionário 1970,46,Suporte,Manaus,580.501.417-30,4162018-9,Mestrado,28,1978-07-11,Coordenador de Suporte,2022-08-12,Ativo
1971,Funcionário 1971,45,Comercial,Goiânia,129.565.188-28,6173587-8,Mestrado,6,1979-02-21,Gerente Comercial,2024-06-22,Desligado
1972,Funcionário 1972,29,Inovação,Fortaleza,600.500.924-99,9772017-7,Graduação,17,1995-10-23,Analista de Inovação,2023-07-07,Ativo
1973,Funcionário 1973,59,Marketing,Belo Horizonte,875.703.029-40,3515332-5,MBA,22,1965-01-04,Gerente de Marketing,2023-02-06,Desligado
1974,Funcionário 1974,49,Marketing,Curitiba,018.607.429-80,6781924-2,Doutorado,34,1975-07-22,Gerente de Marketing,2022-02-17,Ativo
1975,Funcionário 1975,38,Tecnologia,Vitória,223.369.318-34,1228842-7,Mestrado,34,1986-07-06,DevOps,2022-02-02,Ativo
1976,Funcionário 1976,37,Vendas,São Paulo,302.426.624-04,5836541-0,Pós-graduação,5,1987-06-08,Vendedor,2024-07-13,Ativo
1977,Funcionário 1977,50,Gente & Gestão,Recife,571.446.956-90,9270275-3,MBA,2,1974-05-02,Analista de RH,2024-10-12,Ativo
1978,Funcionário 1978,31,Operações,Brasília,544.534.514-90,8026853-5,Graduação,10,1993-11-14,Analista de Operações,2024-02-19,Ativo
1979,Funcionário 1979,34,Tecnologia,Joinville,834.834.835-27,9296726-3,Ensino Médio,7,1990-11-06,Analista de Sistemas,2024-05-28,Ativo
1980,Funcionário 1980,29,Atendimento,Salvador,664.853.207-68,9521022-9,Ensino Médio,4,1995-06-17,Atendente,2024-08-26,Ativo
1981,Funcionário 1981,24,Produto,Manaus,432.698.344-20,6657553-8,Tecnólogo,19,2000-12-14,Product Manager,2023-05-15,Ativo
1982,Funcionário 1982,46,Produto,Goiânia,050.450.509-23,3771343-0,Mestrado,24,1978-09-09,Analista de Produto,2022-12-25,Ativo
1983,Funcionário 1983,47,Inovação,Brasília,073.429.390-99,9221210-2,Ensino Médio,4,1977-08-08,Product Manager,2024-08-15,Ativo
1984,Funcionário 1984,25,Qualidade,Brasília,954.503.801-27,6891556-1,Graduação,7,1999-03-11,Analista de Qualidade,2024-05-13,Ativo
1985,Funcionário 1985,52,Operações,Fortaleza,502.045.028-61,2085992-2,Doutorado,29,1972-05-07,Gerente de Operações,2022-07-12,Ativo
1986,Funcionário 1986,37,Inovação,Belo Horizonte,794.337.953-50,2873601-2,MBA,30,1987-12-24,Innovation Lead,2022-06-11,Ativo
1987,Funcionário 1987,54,Atendimento,Belém,359.042.652-71,7380445-2,Graduação,4,1970-05-05,Supervisor de Atendimento,2024-08-01,Ativo
1988,Funcionário 1988,33,Inovação,Natal,510.857.383-96,2346321-4,Graduação,12,1991-06-10,Innovation Lead,2023-12-18,Ativo
1989,Funcionário 1989,47,Marketing,Salvador,609.193.511-90,6997504-5,Ensino Médio,3,1977-11-10,Especialista em SEO,2024-09-03,Ativo
1990,Funcionário 1990,34,Inovação,Rio de Janeiro,370.627.281-44,5197320-6,Pós-graduação,7,1990-08-07,Analista de Inovação,2024-05-01,Ativo
1991,Funcionário 1991,45,Qualidade,São Paulo,121.575.626-72,1482300-8,Tecnólogo,18,1979-02-06,Analista de Qualidade,2023-06-12,Ativo
1992,Funcionário 1992,52,Comercial,Manaus,481.876.209-19,8239156-3,Pós-graduação,31,1972-07-19,Gerente Comercial,2022-05-02,Ativo
1993,Funcionário 1993,36,Marketing,Vitória,039.951.670-04,3396435-2,Ensino Médio,15,1988-06-02,Especialista em SEO,2023-09-29,Ativo
1994,Funcionário 1994,33,Gente & Gestão,Salvador,673.123.438-99,2517524-4,Doutorado,0,1991-01-10,Especialista em Folha,2024-12-22,Ativo
1995,Funcionário 1995,53,Produto,Salvador,202.593.645-17,4985367-1,MBA,32,1971-11-05,Analista de Produto,2022-04-05,Ativo
1996,Funcionário 1996,42,Gente & Gestão,Natal,342.755.767-72,6557208-4,Tecnólogo,23,1982-10-20,Gerente de RH,2023-01-14,Desligado
1997,Funcionário 1997,26,Qualidade,Fortaleza,904.431.834-90,2418621-0,Ensino Médio,19,1998-07-20,Auditor,2023-05-25,Ativo
1998,Funcionário 1998,56,Inovação,Rio de Janeiro,297.711.506-42,8846695-9,Mestrado,26,1968-11-19,Innovation Lead,2022-10-29,Desligado
1999,Funcionário 1999,58,Inovação,Curitiba,265.173.281-81,1898842-8,Mestrado,7,1966-03-22,Product Manager,2024-05-25,Ativo
2000,Funcionário 2000,29,Tecnologia,Joinville,739.221.983-92,8426494-3,Graduação,9,1995-10-03,Desenvolvedor,2024-03-24,Ativo
2001,Funcionário 2001,38,Atendimento,Manaus,767.105.298-19,5899240-5,Mestrado,5,1986-08-01,Analista de Atendimento,2024-07-13,Ativo
2002,Funcionário 2002,48,Marketing,Rio de Janeiro,991.530.445-50,1098623-2,Pós-graduação,32,1976-01-26,Especialista em SEO,2022-04-15,Ativo
2003,Funcionário 2003,50,Comercial,Joinville,683.878.903-59,3853821-9,Ensino Médio,15,1974-11-12,Analista Comercial,2023-09-27,Ativo
2004,Funcionário 2004,40,Marketing,Brasília,586.760.304-05,4451332-4,Mestrado,35,1984-10-25,Especialista em SEO,2022-01-18,Ativo
2005,Funcionário 2005,50,Vendas,Joinville,675.418.236-94,5086710-8,Tecnólogo,2,1974-02-02,Coordenador de Vendas,2024-10-31,Desligado
2006,Funcionário 2006,33,Inovação,São Paulo,272.105.133-45,6209399-2,Doutorado,17,1991-07-02,Analista de Inovação,2023-07-30,Desligado
2007,Funcionário 2007,33,Vendas,Rio de Janeiro,201.388.253-00,4304891-1,Tecnólogo,24,1991-01-25,Coordenador de Vendas,2022-12-22,Ativo
2008,Funcionário 2008,53,Operações,Recife,681.636.038-95,5119360-6,Pós-graduação,30,1971-11-23,Supervisor,2022-06-26,Ativo
2009,Funcionário 2009,56,Comercial,Belo Horizonte,907.894.767-54,3170997-1,Mestrado,23,1968-01-02,Vendedor,2023-01-13,Desligado
2010,Funcionário 2010,26,Comercial,Natal,410.707.163-40,1462791-8,Ensino Médio,17,1998-09-12,Analista Comercial,2023-07-05,Ativo
2011,Funcionário 2011,47,Financeiro,Belo Horizonte,951.237.085-96,2350621-9,Doutorado,30,1977-02-25,Controller,2022-06-15,Ativo
2012,Funcionário 2012,31,Marketing,Salvador,445.456.972-08,2927428-9,Pós-graduação,9,1993-06-11,Analista de Marketing,2024-03-20,Ativo
2013,Funcionário 2013,49,Operações,Fortaleza,276.713.771-12,8141340-3,Pós-graduação,2,1975-09-14,Analista de Operações,2024-10-23,Ativo
2014,Funcionário 2014,44,Vendas,Recife,956.126.678-41,4480823-7,Graduação,21,1980-01-12,Vendedor,2023-03-25,Ativo
2015,Funcionário 2015,37,Operações,Goiânia,138.874.022-27,5843410-6,Mestrado,21,1987-11-21,Gerente de Operações,2023-03-22,Ativo
2016,Funcionário 2016,29,Produto,Joinville,144.662.763-23,2853043-1,Graduação,21,1995-01-10,Product Owner,2023-03-24,Ativo
2017,Funcionário 2017,58,Comercial,Curitiba,761.421.524-93,9923201-6,Graduação,1,1966-04-04,Executivo de Contas,2024-11-13,Ativo
2018,Funcionário 2018,54,Produto,Belo Horizonte,364.704.656-68,1366539-3,Pós-graduação,9,1970-10-17,Product Owner,2024-03-04,Ativo
2019,Funcionário 2019,28,Atendimento,São Paulo,688.300.483-13,4822476-6,Mestrado,3,1996-11-20,Analista de Atendimento,2024-09-23,Ativo
2020,Funcionário 2020,44,Marketing,Rio de Janeiro,315.922.912-28,4742228-4,Mestrado,3,1980-01-13,Analista de Marketing,2024-09-15,Ativo
2021,Funcionário 2021,24,Produto,Belo Horizonte,104.062.911-36,5710468-7,Pós-graduação,5,2000-03-05,Product Owner,2024-07-14,Ativo
2022,Funcionário 2022,51,Tecnologia,Fortaleza,183.018.179-33,9060755-5,Tecnólogo,9,1973-11-02,Tech Lead,2024-03-31,Ativo
2023,Funcionário 2023,41,Comercial,Belém,789.849.749-00,3704989-2,Pós-graduação,5,1983-10-20,Gerente Comercial,2024-07-08,Desligado
2024,Funcionário 2024,57,Inovação,Natal,171.148.656-60,9968045-1,Tecnólogo,12,1967-09-24,Innovation Lead,2023-12-30,Desligado
2025,Funcionário 2025,59,Operações,Fortaleza,061.735.631-93,8734268-5,Ensino Médio,8,1965-04-27,Coordenador Operacional,2024-04-15,Desligado
2026,Funcionário 2026,55,Financeiro,Porto Alegre,572.616.949-24,9508004-1,Ensino Médio,8,1969-04-16,Gerente Financeiro,2024-04-20,Ativo
2027,Funcionário 2027,33,Gente & Gestão,Brasília,193.899.906-10,4475928-0,Graduação,0,1991-03-23,Gerente de RH,2024-12-22,Desligado
2028,Funcionário 2028,39,Gente & Gestão,Florianópolis,716.753.216-98,3022230-3,Graduação,21,1985-12-07,Gerente de RH,2023-03-31,Ativo
2029,Funcionário 2029,27,Marketing,Natal,179.854.900-00,5071370-7,Tecnólogo,15,1997-12-20,Gerente de Marketing,2023-09-28,Ativo
2030,Funcionário 2030,33,Atendimento,Rio de Janeiro,295.458.583-89,4932915-9,Mestrado,12,1991-12-14,Supervisor de Atendimento,2023-12-01,Ativo
2031,Funcionário 2031,22,Tecnologia,Joinville,981.274.392-82,6738239-1,MBA,26,2002-06-25,QA Engineer,2022-10-25,Ativo
2032,Funcionário 2032,45,Inovação,Salvador,741.925.814-77,2783312-2,Doutorado,2,1979-07-06,Innovation Lead,2024-10-07,Ativo
2033,Funcionário 2033,38,Inovação,São Paulo,360.186.399-55,4488137-8,Doutorado,18,1986-06-09,Product Manager,2023-06-19,Desligado
2034,Funcionário 2034,45,Produto,Salvador,453.156.309-35,7709927-8,Pós-graduação,19,1979-01-25,Analista de Produto,2023-05-12,Ativo
2035,Funcionário 2035,25,Financeiro,Manaus,590.964.598-65,1538723-8,Ensino Médio,4,1999-03-21,Analista Financeiro,2024-08-09,Ativo
2036,Funcionário 2036,44,Suporte,Recife,992.177.351-83,4459390-3,MBA,7,1980-07-17,Coordenador de Suporte,2024-05-07,Desligado
2037,Funcionário 2037,45,Tecnologia,Manaus,973.670.721-02,1187991-2,Tecnólogo,3,1979-11-08,Tech Lead,2024-09-07,Ativo
2038,Funcionário 2038,52,Comercial,Rio de Janeiro,422.241.983-45,4100890-3,Doutorado,31,1972-07-22,Vendedor,2022-05-06,Ativo
2039,Funcionário 2039,32,Comercial,Rio de Janeiro,654.018.144-29,5542450-2,Pós-graduação,17,1992-03-10,Gerente Comercial,2023-07-04,Ativo
2040,Funcionário 2040,50,Comercial,Belém,024.350.947-28,2524400-1,Doutorado,8,1974-06-23,Vendedor,2024-04-22,Ativo
2041,Funcionário 2041,58,Tecnologia,Porto Alegre,861.564.099-80,4228028-9,Pós-graduação,16,1966-02-10,DevOps,2023-08-07,Ativo
2042,Funcionário 2042,40,Inovação,Belo Horizonte,891.370.542-79,1936211-8,MBA,15,1984-06-03,Analista de Inovação,2023-09-07,Ativo
2043,Funcionário 2043,23,Vendas,Goiânia,261.103.565-22,3943200-0,Graduação,17,2001-03-24,Gerente de Vendas,2023-07-02,Ativo
2044,Funcionário 2044,47,Inovação,Salvador,237.666.969-39,4887495-8,Doutorado,24,1977-03-19,Innovation Lead,2022-12-21,Ativo
2045,Funcionário 2045,27,Produto,Belém,619.411.839-30,6126173-2,Graduação,34,1997-10-26,Analista de Produto,2022-02-03,Ativo
2046,Funcionário 2046,23,Suporte,Joinville,424.066.283-45,6031620-8,Tecnólogo,17,2001-07-07,Técnico de Suporte,2023-07-08,Ativo
2047,Funcionário 2047,58,Qualidade,Goiânia,893.343.751-75,5268154-0,Doutorado,0,1966-07-14,Analista de Qualidade,2024-12-14,Ativo
2048,Funcionário 2048,46,Tecnologia,Vitória,865.424.382-11,6763400-0,Ensino Médio,10,1978-10-05,Tech Lead,2024-02-25,Ativo
2049,Funcionário 2049,27,Comercial,Recife,743.509.528-10,9046423-0,Pós-graduação,0,1997-10-12,Gerente Comercial,2024-12-07,Ativo
2050,Funcionário 2050,54,Tecnologia,Belém,396.964.535-23,5338827-7,MBA,29,1970-08-13,DevOps,2022-07-16,Ativo
2051,Funcionário 2051,22,Financeiro,Florianópolis,188.300.995-20,8639157-3,Tecnólogo,17,2002-03-18,Analista Financeiro,2023-07-16,Ativo
2052,Funcionário 2052,35,Produto,São Paulo,449.668.667-82,2786634-7,Doutorado,18,1989-08-01,Product Owner,2023-06-13,Ativo
2053,Funcionário 2053,50,Financeiro,Porto Alegre,069.014.971-99,9784541-4,Tecnólogo,30,1974-01-25,Analista Financeiro,2022-06-15,Ativo
2054,Funcionário 2054,38,Operações,Belém,715.675.665-61,9475567-6,Ensino Médio,35,1986-11-11,Coordenador Operacional,2022-01-01,Desligado
2055,Funcionário 2055,43,Gente & Gestão,Joinville,016.744.923-08,7172964-9,Pós-graduação,16,1981-12-07,Recrutador,2023-08-05,Ativo
2056,Funcionário 2056,42,Operações,Porto Alegre,698.504.505-76,4847454-7,Doutorado,8,1982-07-28,Analista de Operações,2024-04-17,Ativo
2057,Funcionário 2057,47,Inovação,Rio de Janeiro,540.242.861-10,6555491-7,Pós-graduação,4,1977-12-18,Analista de Inovação,2024-08-23,Ativo
2058,Funcionário 2058,35,Marketing,Joinville,140.250.385-79,7314811-4,Ensino Médio,2,1989-07-24,Analista de Marketing,2024-10-01,Ativo
